,Receipt ID,Line #,Text,Class (item/total),Class (item/total).1,Class (item/total).2
1379,US67,4,@tayhooakland #tayhooakland,Misc.,,
1380,US67,5,Please heIp us going Green & Save our,Misc.,,
1381,US67,6,resources!,Misc.,,
1382,US67,7,Please ask for Credit Card Receipt,Misc.,,
1383,US67,8,If you'd like one printed for you,Misc.,,
1384,US67,9,record...,Misc.,,
1385,US67,10,Order# 142750,Misc.,,
1386,US67,11,Table: Table- 7,Misc.,,
1387,US67,12,"Date: 2/19/19, 1:20 PM",Date,Hour,
1388,US67,13,# 19-D.B.B.V. -Special Combo Pho $12.95,Items,,
1389,US67,14,Subtotal: $12.95,Subtotal,,
1390,US67,15,Total Tax: $1.23,Tax,,
1391,US67,16,Total: $14.18,Total,,
1392,US67,17,Order Balance due: $14.18,Misc.,,
1393,US67,18,Suggested Gratuity,Misc.,,
1394,US67,19,% Tip Total,Misc.,,
1395,US67,20,18.00% of sale: $2.33 = $16.51,Misc.,,
1396,US67,21,20.00% of sale: $2.59 = $16.77,Misc.,,
1397,US68,1,FALMOUTH RAW BAR,Store Name,,
1398,US68,2,56 Scranton Ave.,Address,,
1399,US68,3,"Falmouth, MA 02540",Address,,
1400,US68,4,(508) 548-7729,Tel#,,
1401,US68,5,Check 5738/1 07/02/18-A 6:28pm,Date,Date,Hour
1402,US68,6,Guests 5 Abby Table 33,Misc.,,
1403,US68,7,1..6 Oysters 19.00,Items,,
1404,US68,8,1..Fish and Chips 22.00,Items,,
1405,US68,9,3..MONSTAH roll 114.00,Items,,
1406,US68,10,1..Chicken Wings 12.00,Items,,
1407,US68,11,3..*Patron 28.50,Items,,
1408,US68,12,2..*Sparkling Wine 22.00,Items,,
1409,US68,13,1..Open Liquor 6.00,Items,,
1410,US68,14,| patron double,Misc.,,
1411,US68,15,(*Item shown with tax included),Misc.,,
1412,US68,16,Items 219.81,Subtotal,,
1413,US68,17,town/MA tax 15.38,Tax,,
1414,US68,18,TOTAL 235.19,Total,,
1415,US69,1,Newark Buffet,Store Name,,
1416,US69,2,35201 Newark Blvd. #W Newark CA 94560,Address,,
1417,US69,3,510-818-1136,Tel#,,
1418,US69,4,http://www.newarkbuffet.com,Misc.,,
1419,US69,5,05:25 PM 06/29/2019,Date,Date,
1420,US69,6,Server: Tim-11,Misc.,,
1421,US69,7,Tab B11 1P,Misc.,,
1422,US69,8,QTY NAME U/P PRICE,Misc.,,
1423,US69,9,2 WEEKEND DINNER BUFFET 19.99 39.98,Items,,
1424,US69,10,1 WEEKEND DINNER KIDS (3-5Y) 7.99,Items,,
1425,US69,11,1 WEEKEND DINNER KIDS (6-10),Items,,
1426,US69,12,10,Items,,
1427,US69,13,4 SODA DRINK 1.99 7.96,Items,,
1428,US69,14,1 WEEKEND SENIOR DINNER 18.09,Items,,
1429,US69,15,SUBTOTAL: 84.02,Subtotal,,
1430,US69,16,Tax (9.75% ): 8.20,Tax,,
1431,US69,17,TOTAL: 92.22,Total,,
1432,US69,18,(:Thank You!,Misc.,,
1433,US69,19,Please Come Again.,Misc.,,
1434,US70,1,BRASAS RESTAURANT,Store Name,,
1435,US70,2,6011 W ROOSEVELT RD,Address,,
1436,US70,3,"CICERO, IL 60804",Address,,
1437,US70,4,7087127173,Tel#,,
1438,US70,5,Cashier Tany,Misc.,,
1439,US70,6,02-Mar-2019 12:53:48P,Date,Hour,
1440,US70,7,1 Chicken Torta $6.50,Items,,
1441,US70,8,1 Horchata$0.00,Items,,
1442,US70,9,MD $2.00,Items,,
1443,US70,10,1 Custom Item $0.50,Items,,
1444,US70,11,Subtotal $9.00,Subtotal,,
1445,US70,12,Tax $0.97,Tax,,
1446,US70,13,Total $9.97,Total,,
1447,US70,14,Order T237TH0Q0T7RC,Misc.,,
1448,US70,15,Online: https://clover.com/t/T237TH0Q0T7RC,Misc.,,
1449,US71,1,SURATI FARSAN MART,Store Name,,
1450,US71,2,11814 186TH STREET,Address,,
1451,US71,3,"ARTESIA, CA 90701",Address,,
1452,US71,4,562-860-2310,Tel#,,
1453,US71,5,WWW.SURATIFARSAN.COM,Misc.,,
1454,US71,6,16 Daksh D,Misc.,,
1455,US71,7,Chk 45 14 Gs 0,Misc.,,
1456,US71,8,Aug08'19 07:33PM,Date,Hour,
1457,US71,9,1 Chole Samosa *** TO GO *** 5.99,Items,,
1458,US71,10,XXXXXXXXXXXX8402,Misc.,,
1459,US71,11,VISA 6.56,Misc.,,
1460,US71,12,FOOD 5.99,Subtotal,,
1461,US71,13,TAX 0.57,Tax,,
1462,US71,14,PAYMENT 6.56,Total,,
1463,US71,15,16 Check Closed,Misc.,,
1464,US71,16,Aug08 '19 07:34PM,Date,Hour,
1465,US71,17,Thank You for your business,Misc.,,
1466,US71,18,Free ground shipping on orders,Misc.,,
1467,US71,19,of 71bs or more...,Misc.,,
1468,US71,20,WWW.SURATIFARSAN.COM,Misc.,,
1469,US72,1,"Taco RESTAURANTS, INC",Store Name,,
1470,US72,2,King Taco # 30,Store Name,,
1471,US72,3,Exquisitamente...,Misc.,,
1472,US72,4,a la Mexicana !,Misc.,,
1473,US72,5,1 SOPE ASADA 3.10,Items,,
1474,US72,6,CON TODO,Items,,
1475,US72,7,COPA S.ROJA,Items,,
1476,US72,8,1 TACO ASADA 1.59,Items,,
1477,US72,9,CON CEBOLLA,Items,,
1478,US72,10,COPA S.ROJA,Items,,
1479,US72,11,1 TACO PASTOR 1.59,Items,,
1480,US72,12,NO CEBOLLA,Items,,
1481,US72,13,COPA S.ROJA,Items,,
1482,US72,14,1 QUESADILLA ASADA 4.89,Items,,
1483,US72,15,1 ORDEN CHIPS 1.50,Items,,
1484,US72,16,Sub/Ttl 12.67,Subtotal,,
1485,US72,17,Tax 8.75% 1.11,Tax,,
1486,US72,18,TO-GO 13.78,Total,,
1487,US72,19,VISA 13.78,Misc.,,
1488,US72,20,Acct: XXXXXXXXXXXX6381,Misc.,,
1489,US72,21,Auth: 042402,Misc.,,
1490,US72,22,Trans ID: 274999,Misc.,,
1491,US72,23,3/17/17 11:24pm,Date,Hour,
1492,US72,24,Cashier 12875 CYNTHIA,Misc.,,
1493,US72,25,Terminal 01 RECIBO# 10368,Misc.,,
1494,US72,26,NUMERO DE ORDEN,Misc.,,
1495,US72,27,154,Misc.,,
1496,US72,28,Muchas Gracias por su visita!,Misc.,,
1497,US73,1,Trattoria Saporito,Store Name,,
1498,US73,2,328 WashingtonStreet,Address,,
1499,US73,3,"Hoboken, NJ 07030",Address,,
1500,US73,4,201-533-1801,Tel#,,
1501,US73,5,TABLE # 4,Misc.,,
1502,US73,6,CHECK# 27273,Misc.,,
1503,US73,7,DATE/TIME: 7/1/2018 5:53:48 PM,Date,Hour,
1504,US73,8,SERVER :Gastone,Misc.,,
1505,US73,9,STATION:01,Misc.,,
1506,US73,10,Item Count: 4,Misc.,,
1507,US73,11,1 STUFFED ARTICHOKE* $18.00,Items,,
1508,US73,12,CCC222,Misc.,,
1509,US73,13,BK FETT AL PORCINI * $36.00,Items,,
1510,US73,14,COSTOLETTE/ALLA/PAP* $42.00,Items,,
1511,US73,15,BROCCOLI RABE W GA* $10.50,Items,,
1512,US73,16,ESPRESSO* $3.75,Items,,
1513,US73,17,1 DBLD ESPRESSO* $7.50,Items,,
1514,US73,18,Subtotal $117.75,Subtotal,,
1515,US73,19,Tax $8.24,Tax,,
1516,US73,20,GRAND TOTAL $125.99,Total,,
1517,US73,21,Opened: 7/1/2018 5:53:48 PM,Date,Hour,
1518,US74,1,Pita Pita- Lombard,Store Name,,
1519,US74,2,211 E Roosevelt Rd,Address,,
1520,US74,3,"Lombard, IL 60148",Address,,
1521,US74,4,Phone: ,Tel#,,
1522,US74,5,http://eatpitapita.com/defau lt/,Misc.,,
1523,US74,6,Ord #78,Misc.,,
1524,US74,7,To Go,Misc.,,
1525,US74,8,Emp1:Mohammad H. 5/4/2017 4:10 PM,Date,Date,Hour
1526,US74,9,20 Mixed Meat Lunch 180.00,Items,,
1527,US74,10,1 Reg 12pc Falafel 6.50,Items,,
1528,US74,11,1 Reg 12pc Falafel 6.50,Items,,
1529,US74,12,1 Miscelanceous 20.00,Items,,
1530,US74,13,Subtotal 213.00,Subtotal,,
1531,US74,14,Tax 15.92,Tax,,
1532,US74,15,Total 228.92,Total,,
1533,US74,16,Visa 8414 Payment 228.92,Misc.,,
1534,US74,17,Tip,Misc.,,
1535,US74,18,Total,Misc.,,
1536,US74,19,*** Guest Copy ***,Misc.,,
1537,US74,20,Jennifer P,Misc.,,
1538,US75,1,Calagero's,Store Name,,
1539,US75,2,Calogero's,Store Name,,
1540,US75,3,919 Franklin Ave.,Address,,
1541,US75,4,"Garden City, NY 11530",Address,,
1542,US75,5,516-2942922,Tel#,,
1543,US75,6,Table #2,Misc.,,
1544,US75,7,Trans#: 137017 Serv: Manager 2,Misc.,,
1545,US75,8,4/20/2018 8:29 PM # Cust:4,Date,Hour,Misc.
1546,US75,9,Quan Descript  Cost,Misc.,,
1547,US75,10,1 Shrimp Scampi $27.00,Items,,
1548,US75,11,2 Chicken Milanese $46.00,Items,,
1549,US75,12,1 Veal Milanese $27.00,Items,,
1550,US75,13,3 Grey Goose $30.00,Items,,
1551,US75,14,1 Pineapple Juice $3.00,Items,,
1552,US75,15,1 Belvedere $12.00,Items,,
1553,US75,16,1 Becks Non Alcoholic $6.00,Items,,
1554,US75,17,1 Corona $6.00,Items,,
1555,US75,18,1 Comp Item ($12.00),Items,,
1556,US75,19,Net Total: $145.00,Subtotal,,
1557,US75,20,Tax $12.51,Tax,,
1558,US75,21,TOTAL: $157.51,Total,,
1559,US75,22,Amount Due $157.51,Misc.,,
1560,US75,23,FOLLOW US ON,Misc.,,
1561,US75,24,FACEBOOK AND INSTAGRAM,Misc.,,
1562,US76,1,MOOYAH BurgerS Fries,Store Name,,
1563,US76,2,& Shakes #199,Store Name,,
1564,US76,3,6121 NW Cache Rd,Address,,
1565,US76,4,"Lawton, OK 73505",Address,,
1566,US76,5,580-699-5200,Tel#,,
1567,US76,6,416,Misc.,,
1568,US76,7,Table Q#1,Misc.,,
1569,US76,8,Trans #: 39416 Serv: Petra,Misc.,,
1570,US76,9,3/22/2014 11:44 AM Cust:1,Date,Hour,Misc.
1571,US76,10,Quan Descript Cost,Misc.,,
1572,US76,11,1 Little MOO Shake $2.99,Items,,
1573,US76,12,1 MOOYAH Burger $4.99,Items,,
1574,US76,13,1 MOOYAH American Cheese $0.70,Items,,
1575,US76,14,3 >MOOYAH Sauce,Items,,
1576,US76,15,1 >Lettuce,Items,,
1577,US76,16,1 >Pickles,Items,,
1578,US76,17,1 >Fried Onion Strings,Items,,
1579,US76,18,1 Regular Fries $3.29,Items,,
1580,US76,19,Net Total: $11.97,Subtotal,,
1581,US76,20,Tax: $1.06,Tax,,
1582,US76,21,TOTAL: $13.03,Total,,
1583,US76,22,Food: $8.98,Subtotal,,
1584,US76,23,Beverage: $2.99,Subtotal,,
1585,US76,24,CASH $13.03,Misc.,,
1586,US76,25,Get FREE Small French Fries!,Misc.,,
1587,US76,26,Take our 1-minute survey,Misc.,,
1588,US76,27,Within 72 hours,Misc.,,
1589,US76,28,MOOYAH.com/survey,Misc.,,
1590,US77,1,Firepoint Grill,Store Name,,
1591,US77,2,3739 West Chester Pike,Address,,
1592,US77,3,Newtown Square. PA 19013,Address,,
1593,US77,4,484-428-3093,Tel#,,
1594,US77,5,Server Will 12/07/2016,Date,Date,
1595,US77,6,53/1 6:53 PM,Date,Hour,
1596,US77,7,Guests: 2,Misc.,,
1597,US77,8,#90024,Misc.,,
1598,US77,9,Reprint #: 1,Misc.,,
1599,US77,10,Order Type: Send,Misc.,,
1600,US77,11,Area: Dining,Misc.,,
1601,US77,12,Makers Mark (2 @11. 50) 23.00,Items,,
1602,US77,13,As Old Fashioned,Items,,
1603,US77,14,Side Caesar 6.00,Items,,
1604,US77,15,Chicken &Rib Combo 29.00,Items,,
1605,US77,16,Woodford Reserve (2 @12.00) 24.00,Items,,
1606,US77,17,On the Rocks,Items,,
1607,US77,18,Frisee Salad 10.00,Items,,
1608,US77,19,Poached Shrimp Cocktail 17.50,Items,,
1609,US77,20,NY Stip 80z 28.00,Items,,
1610,US77,21,Complete Subtotal 137.50,Subtotal,,
1611,US77,22,Subtotal 137.50,Subtotal,,
1612,US77,23,Total Tax 5.43,Tax,,
1613,US77,24,Total 142.93,Total,,
1614,US77,25,Balance Due 142. 933,Misc.,,
1615,US77,26,THANK YOU,Misc.,,
1616,US77,27,Visit us Online at,Misc.,,
1617,US77,28,www.FirepointGrill.com,Misc.,,
1618,US78,1,FIVE GUYS,Store Name,,
1619,US78,2,STORE #CA-1661,Misc.,,
1620,US78,3,2640 Reynolds Ranch Pkwy- Ste 140,Address,,
1621,US78,4,"Lodi, CA 95240",Address,,
1622,US78,5,Phone (209) 333-9750,Tel#,,
1623,US78,6,5/25/2017 1:00:17 PM,Date,Hour,
1624,US78,7,Order Id: AAAP2F9WAEBP,Misc.,,
1625,US78,8,47 - FIVE GUYS,Misc.,,
1626,US78,9,Employee: Robert C,Misc.,,
1627,US78,10,47,Misc.,,
1628,US78,11,1 Little Hamburger $5.19,Items,,
1629,US78,12,Lettuce $0.00,Items,,
1630,US78,13,Pickles $0.00,Items,,
1631,US78,14,Tomatoes $0.00,Items,,
1632,US78,15,Grilled Onions $0.00,Items,,
1633,US78,16,Grilled Mushrooms $0.00,Items,,
1634,US78,17,Mustard $0.00,Items,,
1635,US78,18,Ketchup $0.00,Items,,
1636,US78,19,Jalapeno Peppers $0.00,Items,,
1637,US78,20,2 Large Fry (@5.79) $11.58,Items,,
1638,US78,21,1 Large Soda $2.99,Items,,
1639,US78,22,1 Cheeseburger $7.89,Items,,
1640,US78,23,Mayo $0.00,Items,,
1641,US78,24,Lettuce $0.00,Items,,
1642,US78,25,Pickles $0.00,Items,,
1643,US78,26,BBQ Sauce $0.00,Items,,
1644,US78,27,1 Regular Soda $2.70,Items,,
1645,US78,28,Sub Total $30.31,Subtotal,,
1646,US78,29,Sales Tax $2.35,Tax,,
1647,US78,30,Order Total $32.66,Total,,
1648,US78,31,MasterCard $32.66,Misc.,,
1649,US78,32,Card#: ************2931,Misc.,,
1650,US78,33,Authorization: 72876Z,Misc.,,
1651,US78,34,-->Order Closed <--,Misc.,,
1652,US78,35,Don' t throw away your receipt!!!,Misc.,,
1653,US78,36,Help Five Guys and you could win!,Misc.,,
1654,US78,37,Log online to www.fiveguys.com/survey,Misc.,,
1655,US78,38,and fill out a brief survey!,Misc.,,
1656,US78,39,10 lucky people will win a,Misc.,,
1657,US78,40,Five Guys Gift card each month,Misc.,,
1658,US78,41,Worth $25 each!,Misc.,,
1659,US78,42,NO purchase necessary,Misc.,,
1660,US78,43,Sweepstakes ends 12/31/2017.,Misc.,,
1661,US78,44,Must be at least 18 years old and,Misc.,,
1662,US78,45,submit survey within 30 days,Misc.,,
1663,US78,46,of the receipt date to enter.,Misc.,,
1664,US78,47,Please visit www.fiveguys.com/survey,Misc.,,
1665,US78,48,for Official Rules and how to enter,Misc.,,
1666,US78,49,Without making a purchase or,Misc.,,
1667,US78,50,Completing a survey.,Misc.,,
1668,US78,51,Void where prohibited.,Misc.,,
1669,US79,1,CITY TASTE,Store Name,,
1670,US79,2,930 WAYNE AVE. #100,Address,,
1671,US79,3,"SILVER SPRING, MD 20910",Address,,
1672,US79,4,TEL.: 301-585-1111,Tel#,,
1673,US79,5,Dine In,Misc.,,
1674,US79,6,Date: 05-11-2018 Time: 8:03PM # 90,Date,Hour,Misc.
1675,US79,7,Server: BOSS,Misc.,,
1676,US79,8,TAB#: A06,Misc.,,
1677,US79,9,No. of Guest: 2,Items,,
1678,US79,10,1 Philadelphia Roll 4.85,Items,,
1679,US79,11,I 13. Shrimp Tempura Roll 4.25,Items,,
1680,US79,12,[Roll],Items,,
1681,US79,13,1 Rich/ Famous Roll 4.85,Items,,
1682,US79,14,1 16. Spicy Salmon Roll 4.25,Items,,
1683,US79,15,[Roll],Items,,
1684,US79,16,I Veg/Tofu Pad Thai 8.95,Items,,
1685,US79,17,Spicy,Items,,
1686,US79,18,Amount: 27.15,Subtotal,,
1687,US79,19,TAX(6%) : 1.63,Tax,,
1688,US79,20,TOTAL: 28.78,Total,,
1689,US79,21,THANK YOU VERY MUCH.,Misc.,,
1690,US80,1,Kaiseki,Store Name,,
1691,US80,2,Japanese Cuisine,Store Name,,
1692,US80,3,7 West Merrick Rd Valley Steam. NY 11580,Address,,
1693,US80,4,Tel(516)561-3556,Tel#,,
1694,US80,5,Dine_ln,Misc.,,
1695,US80,6,07/28/18 03:42 PM A3 20,Date,Hour,Misc.
1696,US80,7,Server: MANDY Guest: 2,Misc.,,
1697,US80,8,Sushi Dinner 18.95,Items,,
1698,US80,9,w. Miso Soup,Items,,
1699,US80,10,Lady Gaga 13.95,Items,,
1700,US80,11,Ginger Ale 2.00,Items,,
1701,US80,12,Fried Cheese Cake 4.95,Items,,
1702,US80,13,Subtotal: 39.85,Subtotal,,
1703,US80,14,Tax: 3.45,Tax,,
1704,US80,15,Total: 43.30,Total,,
1705,US80,16,Recommended Tips:,Misc.,,
1706,US80,17,15%=$5.98,Misc.,,
1707,US80,18,18%=$7.17,Misc.,,
1708,US80,19,20%=$7.97,Misc.,,
1709,US80,20,Thank You,Misc.,,
1710,US81,1,POPEYE'S,Store Name,,
1711,US81,2,11538,Misc.,,
1712,US81,3,201-885-2085,Tel#,,
1713,US81,4,"CARRY-OUT, SUN JUN 24 20:49:53 2018",Date,Date,Hour
1714,US81,5,# 150 Server #: 8325,Misc.,,
1715,US81,6,1 #5 5 WING COMBO 9.99,Items,,
1716,US81,7,>SPICY,Items,,
1717,US81,8,REG CAJ FRIES,Items,,
1718,US81,9,COKE,Items,,
1719,US81,10,1 #6 3 TENDER ML 8.69,Items,,
1720,US81,11,REG MACHEESE,Items,,
1721,US81,12,COKE,Items,,
1722,US81,13,# 6 3 TENDER ML 8.69,Items,,
1723,US81,14,REG CAJ FRIES,Items,,
1724,US81,15,COKE,Items,,
1725,US81,16,1 #11/ POP SHRMP/COMBO 8.49,Items,,
1726,US81,17,REG CAJ FRIES,Items,,
1727,US81,18,COKE,Items,,
1728,US81,19,TAX A 2.37,Tax,,
1729,US81,20,150 Total D1-4 38.23,Total,,
1730,US81,21,CREDIT 38.23,Misc.,,
1731,US81,22,CHANGE 0.00,Misc.,,
1732,US81,23,THANK YOU FOR,Misc.,,
1733,US82,1,POKEATERY,Store Name,,
1734,US82,2,Pokeatery CV,Store Name,,
1735,US82,3,"18911 Lake Chabot December 29, 2018",Address,Date,
1736,US82,4,Road 2:01 PM,Address,Hour,
1737,US82,5,"Castro Valley, CA Ramelle",Address,Misc.,
1738,US82,6,94546,Address,,
1739,US82,7,Receipt: 3zCW,Misc.,,
1740,US82,8,Authorization: 060071,Misc.,,
1741,US82,9,CHASE VISA,Misc.,,
1742,US82,10,AID A0 00 00 00 03 10 10,Misc.,,
1743,US82,11,Poke Box $13.50,Items,,
1744,US82,12,"Regular, Avocado ($1.00)",Items,,
1745,US82,13,Subtotal $13.50,Subtotal,,
1746,US82,14,Castro Valley Sales Tax $1.25,Tax,,
1747,US82,15,Tip $1.48,Misc.,,
1748,US82,16,Total $16.23,Total,,
1749,US82,17,Visa 0642 (Chip) $16.23,Misc.,,
1750,US83,1,Golden Coin,Store Name,,
1751,US83,2,94-450 Ukee St,Address,,
1752,US83,3,"Waipahu, HI 96797",Address,,
1753,US83,4,(808) 848-0802,Tel#,,
1754,US83,5,Server: Charito Station: 1,Misc.,,
1755,US83,6,Order #: 6879 Take Out,Misc.,,
1756,US83,7,>> SETTLED <<,Misc.,,
1757,US83,8,1 Plt Lunch 2 Choices 9.79,Items,,
1758,US83,9,BBQ,Items,,
1759,US83,10,PINAPAITAN,Items,,
1760,US83,11,Bar Subtotal: 0.00,Subtotal,,
1761,US83,12,Food Subtotal: 9.79,Subtotal,,
1762,US83,13,Tax 1: 0.46,Tax,,
1763,US83,14,TOTAL: $10.25,Total,,
1764,US83,15,Cash Tendered: 15.00,Misc.,,
1765,US84,1,OE 223 N. Citrus Ave,Misc.,Address,
1766,US84,2,"Covina, CA 91723",Address,,
1767,US84,3,(626) 339-9496,Tel#,,
1768,US84,4,Check:208774,Misc.,,
1769,US84,5,Table:BAR9,Misc.,,
1770,US84,6,Server:Ryan,Misc.,,
1771,US84,7,2018-09-25 20:44:00,Date,Hour,
1772,US84,8,[Seat 1],Misc.,,
1773,US84,9,2 Bohemia $16.00,Items,,
1774,US84,10,Tall,Items,,
1775,US84,11,1 Albondigas $9.95,Items,,
1776,US84,12,1 Mole $16.95,Items,,
1777,US84,13,Subtotal: $42.90,Subtotal,,
1778,US84,14,Tax: $4.08,Tax,,
1779,US84,15,Sub w/Tax: $46.98,Subtotal,,
1780,US84,16,Total: $46.98,Total,,
1781,US84,17,"Thank-You! 
",Misc.,,
1782,US84,18,"We look forward to seeing you again.""",Misc.,,
1783,US85,1,EL POLLO LOCO,Store Name,,
1784,US85,2,RESTAURANT 5451,Store Name,,
1785,US85,3,STORE 5451,Misc.,,
1786,US85,4,7519 S. ATLANTIC AVE.,Address,,
1787,US85,5,"CUDAHY, CA 90201",Address,,
1788,US85,6,323-560-0758,Tel#,,
1789,US85,7,257 LIDIA H,Misc.,,
1790,US85,8,Chk 1924 Jun28'17 05:36P Gst 0,Date,Date,Hour
1791,US85,9,Drive Thru,Misc.,,
1792,US85,10,1 Burrito Cmb 8.28,Items,,
1793,US85,11,Chk Ranchero Bur,Items,,
1794,US85,12,ADD,Misc.,,
1795,US85,13,AVO SIcs,Items,,
1796,US85,14,Ind Chips,Items,,
1797,US85,15,SM DRINK,Items,,
1798,US85,16,Coke,Items,,
1799,US85,17,2 Bur-BRC @1.89 3.78,Items,,
1800,US85,18,Cash 13.25,Misc.,,
1801,US85,19,Food 12.06,Subtotal,,
1802,US85,20,Tax 1.06,Tax,,
1803,US85,21,Payment 13.12,Total,,
1804,US85,22,Change Due 0.13,Misc.,,
1805,US85,23,257 Check Closed,Misc.,,
1806,US85,24,Jun28'17 05:38PM,Date,Hour,
1807,US85,25,Your Order: 1924,Misc.,,
1808,US86,1,Nick 's Tuscan Grill,Store Name,,
1809,US86,2,149 Mineola BIvd,Address,,
1810,US86,3,Mineola NY 11501,Address,,
1811,US86,4,516-747-2545,Tel#,,
1812,US86,5,www.nickstuscangrill.com,Misc.,,
1813,US86,6,Minimum Credit/Debit Payment $20,Misc.,,
1814,US86,7,907 Victor V,Misc.,,
1815,US86,8,Tb1 12/1 Gst 2,Misc.,,
1816,US86,9,Mar 18'18 10:54AM,Date,Hour,
1817,US86,10,Bar,Misc.,,
1818,US86,11,FUSSILLI SP,Items,,
1819,US86,12,1 Open Food 22.00,Items,,
1820,US86,13,1 Ossobuco 28.00,Items,,
1821,US86,14,1 Diet Coke 2.50,Items,,
1822,US86,15,1 G 14 Hands Cab 10.00,Items,,
1823,US86,16,Subtotal 62.50,Subtotal,,
1824,US86,17,Tax 5.39,Tax,,
1825,US86,18,Total 67.89,Total,,
1826,US86,19,Minimum Credit/Debit Payment $20,Misc.,,
1827,US86,20,Thank you for joining us today.,Misc.,,
1828,US87,1,****DUPLICATE,Misc.,,
1829,US87,2,Stony Plain,Store Name,,
1830,US87,3,16725 Stony Plain Rd,Address,,
1831,US87,4,Edmonton AB T15P 4A9,Address,,
1832,US87,5,Store#: 3859 Tel#: 780-414-5362,Misc.,Tel#,
1833,US87,6,Welcome to all day breakfast,Misc.,,
1834,US87,7,@ McDonald's,Store Name,,
1835,US87,8,192,Misc.,,
1836,US87,9,KS# 1 03/10/2018 07:39:12 PM,Date,Date,Hour
1837,US87,10,QTY ITEM TOTAL,Misc.,,
1838,US87,11,1 Delivery 0.00,Misc.,,
1839,US87,12,1 10 McNuggets EVM 10.29,Items,,
1840,US87,13,1 Barbeque Sauce,Items,,
1841,US87,14,1 Barbeque Sauce,Items,,
1842,US87,15,1 L Coke 0.40,Items,,
1843,US87,16,1 M French Fries,Items,,
1844,US87,17,1 HM GrChs S-Fry Yog 3.99,Items,,
1845,US87,18,1 Snoopy,Items,,
1846,US87,19,1 HM Apple Juice,Items,,
1847,US87,20,1 6 Cookies 2.89,Items,,
1848,US87,21,6 Choc Chip Cookie,Items,,
1849,US87,22,1 Baked Apple Pie 1.19,Items,,
1850,US87,23,1L French Fries 3.29,Items,,
1851,US87,24,1L Iced Tea 2.99,Items,,
1852,US87,25,Subtotal 25.04,Subtotal,,
1853,US87,26,GST 1.11,Tax,,
1854,US87,27,Take-Out Total 26.15,Total,,
1855,US87,28,CREDIT SALES-McDelivery 26.15,Misc.,,
1856,US87,29,Change 0.00,Misc.,,
1857,US87,30,GST #: 120907092,Items,,
1858,US87,31,SALE #04kdfwg532,Misc.,,
1859,US88,1,KAZ RAMEN,Store Name,,
1860,US88,2,22413 BARTON ROAD,Address,,
1861,US88,3,"GRAND TERRACE, CA 92313",Address,,
1862,US88,4,9094229532,Tel#,,
1863,US88,5,ORDER: T4G1,Misc.,,
1864,US88,6,DINE IN,Misc.,,
1865,US88,7,Cashier: Mickey,Misc.,,
1866,US88,8,04-Nov-2018 9:07:13P,Date,Hour,
1867,US88,9,Guest 1,Misc.,,
1868,US88,10,1 Tonkotsu $9.50,Items,,
1869,US88,11,Tofu $0.00,Items,,
1870,US88,12,Egg $1.30,Items,,
1871,US88,13,Corn $0.50,Items,,
1872,US88,14,Bamboo shoots $1.00,Items,,
1873,US88,15,Naruto $0.75,Items,,
1874,US88,16,Spicy $0.00,Items,,
1875,US88,17,Subtotal $13.05,Subtotal,,
1876,US88,18,Tax $1.01,Tax,,
1877,US88,19,Total $14.06,Total,,
1878,US88,20,Order 4AW465DENMVRT,Misc.,,
1879,US89,1,OM,Store Name,,
1880,US89,2,OM INDIAN FOOD,Store Name,,
1881,US89,3,204 Spring St,Address,,
1882,US89,4,"New York, NY 10012",Address,,
1883,US89,5,(646) 756-4000,Tel#,,
1884,US89,6,(646) 657-0514 (Fax),Misc.,,
1885,US89,7,TABLE T1,Misc.,,
1886,US89,8,ORDER #2,Misc.,,
1887,US89,9,2 Guests,Misc.,,
1888,US89,10,Invoice #2143 4/15/16 12:03:14 PM,Date,Date,Hour
1889,US89,11,Manoj,Misc.,,
1890,US89,12,1 Vegetable Biryani $12.95,Items,,
1891,US89,13,1 Malai Kofta $12.95,Items,,
1892,US89,14,1 Onion Naan $3.95,Items,,
1893,US89,15,SUBTOTAL: $29.85,Subtotal,,
1894,US89,16,LUNCH DISCOUNT 50% OFF: $14.93,Misc.,,
1895,US89,17,TAX: $1.32,Tax,,
1896,US89,18,TOTAL: $16.24,Total,,
1897,US89,19,You have saved: $14.93,Misc.,,
1898,US90,1,Crisfield Seafood,Store Name,,
1899,US90,2,Restaurant,Store Name,,
1900,US90,3,8012 Georgia Ave.,Address,,
1901,US90,4,"Silver Spring, MD20910",Address,,
1902,US90,5,(301) 589-1306,Tel#,,
1903,US90,6,DENIS,Misc.,,
1904,US90,7,ORDER# 134,Misc.,,
1905,US90,8,Carryout # 8,Misc.,,
1906,US90,9,12/29/2017 8:38:16 PM GUESTS 1,Date,Hour,Misc.
1907,US90,10,TAKE OUT,Misc.,,
1908,US90,11,Dinner Platters,Items,,
1909,US90,12,1 Crisfield Special Platter 27.00,Items,,
1910,US90,13,**** COOK MEDIUM ****,Misc.,,
1911,US90,14,Extras,Misc.,,
1912,US90,15,1 Pint Bisque 11.50,Items,,
1913,US90,16,SUBTOTAL: 38.50,Subtotal,,
1914,US90,17,Carry Out 1.93,Misc.,,
1915,US90,18,TAX: 2.31,Tax,,
1916,US90,19,Register T#0000144-------,Misc.,,
1917,US90,20,TOTAL: $42.74,Total,,
