,geo1,geo2,geo3,geo4,geo5,geo6,geo7,geo8,sentences,labels
6637,492,927,573,927,573,970,492,970,2.12,0
6638,681,929,771,929,771,965,681,965,12.72,1
6639,811,927,862,927,862,963,811,963,SR,0
6640,41,969,445,969,445,1016,41,1016,GLOVE 1200 (PER PAIR),0
6641,137,1021,285,1021,285,1064,137,1064,TOTAL QTY:,0
6642,357,1023,391,1023,391,1053,357,1053,6,0
6643,681,1023,775,1023,775,1062,681,1062,12.72,1
6644,137,1089,599,1089,599,1134,137,1134,TOTAL SALES (EXCLUDING GST) :,0
6645,674,1091,770,1091,770,1130,674,1130,12.00,0
6646,419,1141,597,1141,597,1182,419,1182,DISCOUNT :,0
6647,693,1147,770,1147,770,1186,693,1186,0.00,0
6648,402,1196,599,1196,599,1237,402,1237,TOTAL GST :,0
6649,693,1196,766,1196,766,1239,693,1239,0.72,0
6650,413,1252,595,1252,595,1293,413,1293,ROUNDING :,0
6651,696,1254,769,1254,769,1290,696,1290,0.00,0
6652,66,1310,597,1310,597,1359,66,1359,TOTAL SALES (INCLUSIVE OF GST) :,0
6653,674,1316,766,1316,766,1357,674,1357,12.72,1
6654,454,1374,593,1374,593,1406,454,1406,CASH :,0
6655,678,1372,764,1372,764,1408,678,1408,12.72,1
6656,424,1421,591,1421,591,1464,424,1464,CHANGE :,0
6657,689,1425,772,1425,772,1457,689,1457,0.00,0
6658,105,1518,387,1518,387,1563,105,1563,GST SUMMARY,0
6659,113,1579,274,1579,274,1618,113,1618,TAX CODE,0
6660,349,1577,390,1577,390,1618,349,1618,%,0
6661,462,1579,620,1579,620,1620,462,1620,AMT(RM),0
6662,676,1577,824,1577,824,1618,676,1618,TAX(RM),0
6663,116,1622,174,1622,174,1661,116,1661,SR,0
6664,355,1624,387,1624,387,1663,355,1663,6,0
6665,516,1620,621,1620,621,1665,516,1665,12.00,0
6666,745,1626,824,1626,824,1667,745,1667,0.72,0
6667,297,1680,408,1680,408,1723,297,1723,TOTAL :,0
6668,522,1686,618,1686,618,1722,522,1722,12.00,0
6669,75,208,837,208,837,262,75,262,SYARIKAT PERNIAGAAN GIN KEE,3
6670,378,270,543,270,543,311,378,311,(81109-A),0
6671,241,315,687,315,687,362,241,362,"NO 290, JALAN AIR PANAS.",2
6672,374,361,548,361,548,400,374,400,SETAPAK.,0
6673,251,412,655,412,655,448,251,448,"53200, KUALA LUMPUR.",2
6674,298,455,613,455,613,494,298,494,TEL :03-40210276,0
6675,271,513,647,513,647,556,271,556,GST ID : 000750673920,0
6676,232,567,696,567,696,606,232,606,SIMPLIFIED TAX INVOICE,0
6677,41,642,148,642,148,676,41,676,CASH,0
6678,36,695,167,695,167,729,36,729,DOC NO.,0
6679,249,695,504,695,504,734,249,734,: CS00012504,0
6680,552,693,640,693,640,727,552,727,DATE:,0
6681,663,691,841,691,841,734,663,734,02/01/2018,4
6682,43,741,165,741,165,778,43,778,CASHIER,0
6683,255,741,390,741,390,780,255,780,: USER,0
6684,550,739,647,739,647,778,550,778,TIME:,0
6685,664,743,810,743,810,779,664,779,14:49:00,0
6686,39,794,273,794,273,835,39,835,SALESPERSON :,0
6687,550,784,659,784,659,835,550,835,REF.:,0
6688,39,884,116,884,116,916,39,916,ITEM,0
6689,337,878,403,878,403,921,337,921,QTY,0
6690,453,878,580,878,580,917,453,917,S/PRICE,0
6691,625,880,758,880,758,921,625,921,AMOUNT,0
6692,794,880,865,880,865,917,794,917,TAX,0
6693,37,930,131,930,131,967,37,967,1762,0
6694,358,929,392,929,392,968,358,968,1,0
6695,485,929,569,929,569,970,485,970,7.95,0
6696,685,932,756,932,756,966,685,966,7.95,0
6697,805,932,850,932,850,968,805,968,SR,0
6698,39,975,428,975,428,1014,39,1014,17MM COMB SPANNER,0
6699,49,1028,124,1028,124,1062,49,1062,1041,0
6700,354,1026,382,1026,382,1065,354,1065,2,0
6701,485,1028,569,1028,569,1069,485,1069,15.90,0
6702,661,1030,758,1030,758,1066,661,1066,31.80,0
6703,798,1028,862,1028,862,1069,798,1069,SR,0
6704,41,1075,704,1075,704,1114,41,1114,6' X 35# CORRUGATED ROOFING SHEET,0
6705,124,1123,281,1123,281,1168,124,1168,TOTAL QTY:,0
6706,346,1125,389,1125,389,1164,346,1164,3,0
6707,667,1126,761,1126,761,1162,667,1162,39.75,1
6708,131,1195,580,1195,580,1229,131,1229,TOTAL SALES (EXCLUDING GST) :,0
6709,663,1191,760,1191,760,1234,663,1234,37.50,0
6710,415,1254,585,1254,585,1288,415,1288,DISCOUNT :,0
6711,683,1252,758,1252,758,1293,683,1293,0.00,0
6712,396,1300,589,1300,589,1339,396,1339,TOTAL GST :,0
6713,683,1307,760,1307,760,1344,683,1344,2.25,0
6714,406,1359,589,1359,589,1400,406,1400,ROUNDING :,0
6715,685,1357,756,1357,756,1393,685,1393,0.00,0
6716,58,1415,590,1415,590,1467,58,1467,TOTAL SALES (INCLUSIVE OF GST) :,0
6717,666,1417,761,1417,761,1458,666,1458,39.75,1
6718,446,1479,586,1479,586,1524,446,1524,CASH :,0
6719,666,1475,760,1475,760,1514,666,1514,39.75,1
6720,419,1529,587,1529,587,1570,419,1570,CHANGE :,0
6721,683,1524,762,1524,762,1565,683,1565,0.00,0
6722,95,1623,385,1623,385,1670,95,1670,GST SUMMARY,0
6723,109,1688,266,1688,266,1719,109,1719,TAX CODE,0
6724,114,1728,170,1728,170,1764,114,1764,SR,0
6725,345,1690,372,1690,372,1721,345,1721,%,0
6726,341,1730,375,1730,375,1762,341,1762,6,0
6727,454,1691,605,1691,605,1722,454,1722,AMT (RM),0
6728,509,1731,606,1731,606,1765,509,1765,37.50,0
6729,669,1688,810,1688,810,1720,669,1720,TAX (RM),0
6730,741,1727,820,1727,820,1764,741,1764,2.25,0
6731,294,1788,400,1788,400,1822,294,1822,TOTAL :,0
6732,511,1783,616,1783,616,1826,511,1826,37.50,0
6733,743,1790,814,1790,814,1826,743,1826,2.25,0
6734,92,1885,819,1885,819,1919,92,1919,GOODS SOLD ARE NOTRETURNABLE. THANK YOU,0
6735,81,208,845,208,845,257,81,257,SYARIKAT PERNIAGAAN GIN KEE,3
6736,377,266,550,266,550,311,377,311,(81109-A),0
6737,240,308,694,308,694,355,240,355,NO 290. JALAN AIR PANAS.,2
6738,375,355,546,355,546,396,375,396,SETAPAK.,0
6739,261,405,659,405,659,450,261,450,53200. KUALA LUMPUR.,2
6740,308,448,616,448,616,491,308,491,TEL : 03-40210276,0
6741,270,512,660,512,660,553,270,553,GST ID: 000750673920,0
6742,233,559,691,559,691,600,233,600,SIMPLIFIED TAX INVOICE,0
6743,39,634,148,634,148,673,39,673,CASH,0
6744,36,685,171,685,171,734,36,734,DOC NO.,0
6745,257,694,497,694,497,735,257,735,: CS00013254,0
6746,557,687,840,687,840,730,557,730,DATE: 12/02/2018,4
6747,30,743,167,743,167,777,30,777,CASHIER,0
6748,253,732,396,732,396,779,253,779,: USER,0
6749,552,732,809,732,809,779,552,779,TIME: 15:29:00,0
6750,41,788,281,788,281,833,41,833,SALESPERSON :,0
6751,548,786,649,786,649,825,548,825,REF.:,0
6752,28,871,116,871,116,918,28,918,ITEM,0
6753,336,878,402,878,402,917,336,917,QTY,0
6754,463,874,585,874,585,913,463,913,S/PRICE,0
6755,621,878,771,878,771,914,621,914,AMOUNT,0
6756,792,874,869,874,869,913,792,913,TAX,0
6757,43,923,122,923,122,962,43,962,1921,0
6758,355,923,391,923,391,964,355,964,1,0
6759,488,925,572,925,572,966,488,966,5.30,1
6760,683,921,771,921,771,962,683,962,5.30,1
6761,803,921,867,921,867,962,803,962,SR,0
6762,41,972,429,972,429,1011,41,1011,NAIL (PER/PACK) - RM5,0
6763,126,1026,291,1026,291,1069,126,1069,TOTAL QTY:,0
6764,353,1024,385,1024,385,1056,353,1056,1,0
6765,692,1024,767,1024,767,1060,692,1060,5.30,1
6766,131,1094,591,1094,591,1135,131,1135,TOTAL SALES (EXCLUDING GST) :,0
6767,681,1096,762,1096,762,1130,681,1130,5.00,0
6768,413,1143,599,1143,599,1184,413,1184,DISCOUNT :,0
6769,683,1148,762,1148,762,1182,683,1182,0.00,0
6770,394,1199,593,1199,593,1242,394,1242,TOTAL GST :,0
6771,683,1197,762,1197,762,1236,683,1236,0.30,0
6772,405,1252,589,1252,589,1299,405,1299,ROUNDING :,0
6773,685,1255,760,1255,760,1291,685,1291,0.00,0
6774,58,1315,593,1315,593,1360,58,1360,TOTAL SALES (INCLUSIVE OF GST) :,0
6775,445,1375,597,1375,597,1414,445,1414,CASH :,0
6776,420,1424,596,1424,596,1469,420,1469,CHANGE :,0
6777,687,1313,760,1313,760,1356,687,1356,5.30,1
6778,685,1373,760,1373,760,1407,685,1407,5.30,1
6779,689,1422,764,1422,764,1465,689,1465,0.00,0
6780,98,1518,383,1518,383,1559,98,1559,GST SUMMARY,0
6781,101,1578,272,1578,272,1619,101,1619,TAX CODE,0
6782,343,1582,382,1582,382,1621,343,1621,%,0
6783,454,1582,617,1582,617,1621,454,1621,AMT (RM),0
6784,664,1580,822,1580,822,1619,664,1619,TAX (RM),0
6785,113,1623,167,1623,167,1666,113,1666,SR,0
6786,347,1625,388,1625,388,1659,347,1659,6,0
6787,533,1625,625,1625,625,1661,533,1661,5.00,0
6788,739,1629,823,1629,823,1665,739,1665,0.30,0
6789,289,1681,415,1681,415,1730,289,1730,TOTAL :,0
6790,531,1685,617,1685,617,1721,531,1721,5.00,0
6791,741,1683,818,1683,818,1722,741,1722,0.30,0
6792,92,1781,822,1781,822,1826,92,1826,GOODS SOLD ARE NOT RETURNABLE. THANK YOU.,0
6793,88,208,846,208,846,262,88,262,SYARIKAT PERNIAGAAN GIN KEE,3
6794,377,268,550,268,550,313,377,313,(81109-A),0
6795,233,310,695,310,695,355,233,355,NO 290. JALAN AIR PANAS.,2
6796,372,353,550,353,550,396,372,396,SETAPAK.,0
6797,257,400,655,400,655,449,257,449,53200. KUALA LUMPUR.,2
6798,308,447,618,447,618,494,308,494,TEL:03-40210276,0
6799,268,507,653,507,653,558,268,558,GST ID: 000750673920,0
6800,227,561,696,561,696,606,227,606,SIMPLIFIED TAX INVOICE,0
6801,34,636,158,636,158,675,34,675,CASH,0
6802,39,691,185,691,185,730,39,730,DOC NO.,0
6803,255,691,510,691,510,730,255,730,: CS00013251,0
6804,550,693,841,693,841,732,550,732,DATE: 12/02/2018,4
6805,41,743,178,743,178,784,41,784,CASHIER,0
6806,248,740,400,740,400,779,248,779,: USER,0
6807,544,740,799,740,799,779,544,779,TIME: 14:31:00,0
6808,36,790,278,790,278,833,36,833,SALESPERSON :,0
6809,552,781,655,781,655,832,552,832,REF.:,0
6810,30,871,120,871,120,914,30,914,ITEM,0
6811,338,875,409,875,409,922,338,922,QTY,0
6812,460,873,586,873,586,916,460,916,S/PRICE,0
6813,621,877,764,877,764,918,621,918,AMOUNT,0
6814,792,873,867,873,867,918,792,918,TAX,0
6815,41,927,133,927,133,963,41,963,1099,0
6816,351,925,385,925,385,961,351,961,3,0
6817,471,925,569,925,569,964,471,964,90.10,0
6818,651,925,764,925,764,968,651,968,270.30,1
6819,796,927,862,927,862,963,796,963,SR,0
6820,39,974,647,974,647,1013,39,1013,110MM X 5.8M UNDERGROUND PIPE,0
6821,135,1024,282,1024,282,1062,135,1062,TOTAL QTY:,0
6822,347,1023,383,1023,383,1059,347,1059,3,0
6823,651,1023,767,1023,767,1062,651,1062,270.30,1
6824,122,1087,595,1087,595,1141,122,1141,TOTAL SALES (EXCLUDING GST) :,0
6825,642,1087,755,1087,755,1138,642,1138,255.00,0
6826,411,1147,589,1147,589,1192,411,1192,DISCOUNT :,0
6827,678,1151,761,1151,761,1181,678,1181,0.00,0
6828,387,1194,586,1194,586,1241,387,1241,TOTAL GST :,0
6829,666,1201,758,1201,758,1240,666,1240,15.30,0
6830,402,1254,586,1254,586,1303,402,1303,ROUNDING :,0
6831,681,1261,764,1261,764,1293,681,1293,0.00,0
6832,58,1312,589,1312,589,1363,58,1363,TOTAL SALES (INCLUSIVE OF GST) :,0
6833,648,1320,766,1320,766,1356,648,1356,270.30,1
6834,445,1372,595,1372,595,1415,445,1415,CASH :,0
6835,648,1374,759,1374,759,1417,648,1417,270.30,1
6836,409,1425,602,1425,602,1470,409,1470,CHANGE :,0
6837,683,1425,760,1425,760,1464,683,1464,0.00,0
6838,92,1519,381,1519,381,1555,92,1555,GST SUMMARY,0
6839,101,1582,270,1582,270,1621,101,1621,TAX CODE,0
6840,342,1582,381,1582,381,1621,342,1621,%,0
6841,452,1582,615,1582,615,1625,452,1625,AMT(RM),0
6842,670,1584,826,1584,826,1620,670,1620,TAX(RM),0
6843,103,1626,167,1626,167,1660,103,1660,SR,0
6844,349,1631,385,1631,385,1659,349,1659,6,0
6845,486,1626,619,1626,619,1667,486,1667,255.00,0
6846,717,1631,818,1631,818,1663,717,1663,15.30,0
6847,293,1684,409,1684,409,1733,293,1733,TOTAL :,0
6848,488,1684,619,1684,619,1727,488,1727,255.00,0
6849,713,1686,822,1686,822,1729,713,1729,15.30,0
6850,92,1776,832,1776,832,1830,92,1830,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU.",0
6851,86,209,837,209,837,255,86,255,SYARIKAT PERNIAGAAN GIN KEE,3
6852,374,264,537,264,537,310,374,310,(81109-A),0
6853,230,312,682,312,682,358,230,358,"NO 290, JALAN AIR PANAS,",2
6854,374,359,547,359,547,398,374,398,"SETAPAK,",2
6855,253,410,661,410,661,449,253,449,"53200, KUALA LUMPUR.",2
6856,302,449,615,449,615,491,302,491,TEL : 03-40210276,0
6857,271,516,654,516,654,552,271,552,GST ID : 000750673920,0
6858,220,561,690,561,690,603,220,603,SIMPLIFIED TAX INVOICE,0
6859,36,636,142,636,142,672,36,672,CASH,0
6860,38,689,165,689,165,725,38,725,DOC NO.,0
6861,41,741,170,741,170,777,41,777,CASHIER,0
6862,31,780,279,780,279,836,31,836,SALESPERSON :,0
6863,245,693,504,693,504,728,245,728,: CS00013118,0
6864,253,745,396,745,396,774,253,774,: USER,0
6865,93,1983,814,1983,814,2021,93,2021,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU",0
6866,731,1889,825,1889,825,1927,731,1927,3.45,0
6867,511,1892,612,1892,612,1923,511,1923,57.50,0
6868,552,683,841,683,841,731,552,731,DATE: 03/02/2018,4
6869,554,736,800,736,800,772,554,772,TIME: 11:49:00,0
6870,553,788,643,788,643,830,553,830,REF. :,0
6871,290,1892,402,1892,402,1934,290,1934,TOTAL:,0
6872,741,1836,818,1836,818,1864,741,1864,3.45,0
6873,34,878,112,878,112,917,34,917,ITEM,0
6874,338,880,403,880,403,922,338,922,QTY,0
6875,463,876,590,876,590,914,463,914,S/PRICE,0
6876,620,876,760,876,760,917,620,917,AMOUNT,0
6877,788,878,865,878,865,912,788,912,TAX,0
6878,39,927,132,927,132,960,39,960,2786,0
6879,44,1026,119,1026,119,1067,44,1067,1471,0
6880,42,1128,127,1128,127,1170,42,1170,1943,0
6881,349,929,380,929,380,962,349,962,2,0
6882,357,1023,385,1023,385,1062,357,1062,1,0
6883,354,1128,387,1128,387,1166,354,1166,2,0
6884,483,925,560,925,560,963,483,963,4.77,0
6885,483,1026,566,1026,566,1065,483,1065,4.77,0
6886,480,1128,576,1128,576,1166,480,1166,23.32,0
6887,687,924,762,924,762,960,687,960,9.54,0
6888,687,1026,759,1026,759,1064,687,1064,4.77,0
6889,669,1129,760,1129,760,1165,669,1165,46.64,0
6890,798,925,857,925,857,958,798,958,SR,0
6891,800,1030,857,1030,857,1064,800,1064,SR,0
6892,796,1124,856,1124,856,1163,796,1163,SR,0
6893,38,974,402,974,402,1013,38,1013,12M WIRE ROPE CLIP,0
6894,38,1075,670,1075,670,1114,38,1114,"4"" X KINKI BRD 2 WAY SCREWDRIVER",0
6895,34,1177,225,1177,225,1216,34,1216,HOES SET,0
6896,127,1227,284,1227,284,1273,127,1273,TOTAL QTY:,0
6897,349,1229,377,1229,377,1267,349,1267,5,0
6898,129,1295,585,1295,585,1338,129,1338,TOTAL SALES (EXCLUDING GST) :,0
6899,413,1352,590,1352,590,1390,413,1390,DISCOUNT :,0
6900,392,1402,583,1402,583,1443,392,1443,TOTAL GST :,0
6901,404,1460,593,1460,593,1501,404,1501,ROUNDING :,0
6902,69,1524,587,1524,587,1565,69,1565,TOTAL SALES (INCLUSIVE OF GST) :,0
6903,451,1579,599,1579,599,1620,451,1620,CASH :,0
6904,418,1632,590,1632,590,1665,418,1665,CHANGE :,0
6905,511,1833,619,1833,619,1861,511,1861,57.50,0
6906,346,1833,388,1833,388,1861,346,1861,6,0
6907,674,1792,813,1792,813,1823,674,1823,TAX (RM),0
6908,456,1792,609,1792,609,1823,456,1823,AMT (RM),0
6909,344,1792,375,1792,375,1821,344,1821,%,0
6910,115,1830,163,1830,163,1866,115,1866,SR,0
6911,107,1789,267,1789,267,1822,107,1822,TAX CODE,0
6912,669,1224,762,1224,762,1260,669,1260,60.95,1
6913,663,1292,774,1292,774,1338,663,1338,57.50,0
6914,676,1351,764,1351,764,1387,676,1387,0.00,0
6915,684,1400,762,1400,762,1439,684,1439,3.45,0
6916,682,1462,764,1462,764,1498,682,1498,0.00,0
6917,666,1518,759,1518,759,1560,666,1560,60.95,1
6918,667,1576,762,1576,762,1615,667,1615,60.95,1
6919,684,1629,764,1629,764,1665,684,1665,0.00,0
6920,96,1725,380,1725,380,1761,96,1761,GST SUMMARY,0
6921,92,205,843,205,843,256,92,256,SYARIKAT PERNIAGAAN GIN KEE,3
6922,386,269,559,269,559,307,386,307,(81109-A),0
6923,241,312,687,312,687,348,241,348,"NO 290, JALAN AIR PANAS,",2
6924,386,361,557,361,557,399,386,399,"STAPAK,",0
6925,271,410,662,410,662,442,271,442,"53200, KUALA LUMPUR,",2
6926,318,452,619,452,619,490,318,490,TEL : 03-40210276,0
6927,282,512,651,512,651,548,282,548,GST ID : 000750673920,0
6928,237,559,698,559,698,597,237,597,SIMPLIFIED TAX INVOICE,0
6929,45,630,150,630,150,671,45,671,CASH,0
6930,45,689,173,689,173,727,45,727,DOC NO.,0
6931,260,685,505,685,505,723,260,723,: CS00012693,0
6932,561,687,849,687,849,725,561,725,DATE: 12/01/2018,4
6933,36,741,179,741,179,777,36,777,CASHIER,0
6934,260,741,405,741,405,775,260,775,: USER,0
6935,561,734,813,734,813,775,561,775,TIME: 13:02:00,0
6936,47,787,284,787,284,828,47,828,SALESPERSON :,0
6937,104,1774,829,1774,829,1809,104,1809,GOODS SOLD ARE NOT RETURNABLE THANK YOU,0
6938,559,783,653,783,653,821,559,821,REF. :,0
6939,49,873,119,873,119,909,49,909,ITEM,0
6940,344,873,404,873,404,918,344,918,QTY,0
6941,467,873,591,873,591,911,467,911,S/PRICE,0
6942,632,869,775,869,775,916,632,916,AMOUNT,0
6943,798,877,866,877,866,911,798,911,TAX,0
6944,45,926,139,926,139,956,45,956,3843,0
6945,361,920,391,920,391,963,361,963,1,0
6946,493,920,574,920,574,956,493,956,7.95,1
6947,692,922,769,922,769,963,692,963,7.95,1
6948,803,924,867,924,867,954,803,954,SR,0
6949,45,965,562,965,562,1008,45,1008,"1 1/2"" SANCORA PAINT BRUSH",0
6950,137,1016,284,1016,284,1059,137,1059,TOTAL QTY:,0
6951,361,1018,391,1018,391,1052,361,1052,1,0
6952,692,1016,769,1016,769,1052,692,1052,7.95,1
6953,137,1084,592,1084,592,1131,137,1131,TOTAL SALES (EXCLUDING GST) :,0
6954,694,1091,771,1091,771,1129,694,1129,7.50,0
6955,423,1142,594,1142,594,1183,423,1183,DISCOUNT :,0
6956,692,1142,769,1142,769,1180,692,1180,0.00,0
6957,401,1197,597,1197,597,1238,401,1238,TOTAL GST :,0
6958,692,1195,771,1195,771,1231,692,1231,0.45,0
6959,414,1244,593,1244,593,1291,414,1291,ROUNDING :,0
6960,696,1253,766,1253,766,1291,696,1291,0.00,0
6961,68,1311,595,1311,595,1352,68,1352,TOTAL SALES (INCLUSIVE OF GST) :,0
6962,681,1308,764,1308,764,1353,681,1353,7.95,1
6963,450,1372,597,1372,597,1402,450,1402,CASH :,0
6964,689,1364,770,1364,770,1405,689,1405,7.95,1
6965,450,1571,621,1571,621,1614,450,1614,AMT (RM),0
6966,672,1575,834,1575,834,1609,672,1609,TAX (RM),0
6967,540,1620,632,1620,632,1658,540,1658,7.50,0
6968,738,1616,828,1616,828,1657,738,1657,0.45,0
6969,540,1675,619,1675,619,1718,540,1718,7.50,0
6970,743,1682,828,1682,828,1720,743,1720,0.45,0
6971,91,209,855,209,855,259,91,259,SYARIKAT PERNIAGAAN GIN KEE,3
6972,385,270,551,270,551,313,385,313,(81109-A),0
6973,236,311,708,311,708,354,236,354,"NO 290, JALAN AIR PANAS.",2
6974,376,356,564,356,564,404,376,404,"SETAPAK,",2
6975,268,408,678,408,678,449,268,449,"53200, KUALA LUMPUR.",2
6976,311,449,624,449,624,490,311,490,TEL : 03-40210276,0
6977,268,517,663,517,663,553,268,553,GST ID : 000750673920,0
6978,224,565,707,565,707,608,224,608,SIMPLIFIED TAX INVOICE,0
6979,43,635,159,635,159,674,43,674,CASH,0
6980,45,687,177,687,177,730,45,730,DOC NO.,0
6981,43,739,184,739,184,782,43,782,CASHIER,0
6982,50,790,282,790,282,827,50,827,SALESPERSON :,0
6983,100,1889,827,1889,827,1919,100,1919,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU",0
6984,747,1782,830,1782,830,1822,747,1822,4.68,0
6985,521,1792,624,1792,624,1822,521,1822,78.00,0
6986,259,697,515,697,515,734,259,734,: CS00013066,0
6987,262,744,401,744,401,784,262,784,: USER,0
6988,561,687,853,687,853,727,561,727,DATE: 31/01/2018,4
6989,568,734,820,734,820,774,568,774,TIME: 11:33:00,0
6990,553,789,653,789,653,830,553,830,REF. :,0
6991,299,1786,418,1786,418,1832,299,1832,TOTAL :,0
6992,750,1729,826,1729,826,1772,750,1772,4.68,0
6993,41,880,129,880,129,916,41,916,ITEM,0
6994,342,878,405,878,405,923,342,923,QTY,0
6995,463,878,597,878,597,921,463,921,S/PRICE,0
6996,633,887,780,887,780,916,633,916,AMOUNT,0
6997,794,880,873,880,873,923,794,923,TAX,0
6998,52,925,136,925,136,964,52,964,1701,0
6999,41,1032,132,1032,132,1066,41,1066,2167,0
7000,363,927,402,927,402,968,363,968,5,0
7001,365,1027,397,1027,397,1063,365,1063,1,0
7002,490,923,581,923,581,964,490,964,6.36,0
7003,476,1023,587,1023,587,1071,476,1071,50.88,0
7004,673,930,771,930,771,969,673,969,31.80,0
7005,673,1023,768,1023,768,1066,673,1066,50.88,0
7006,805,925,864,925,864,966,805,966,SR,0
7007,805,1025,878,1025,878,1064,805,1064,SR,0
7008,41,970,311,970,311,1018,41,1018,6/8BATU (BAG),0
7009,50,1073,460,1073,460,1114,50,1114,4.5KG RENDEROC PLUG,0
7010,136,1125,290,1125,290,1173,136,1173,TOTAL QTY:,0
7011,356,1125,392,1125,392,1164,356,1164,6,0
7012,671,1127,775,1127,775,1170,671,1170,82.68,1
7013,139,1195,590,1195,590,1232,139,1232,TOTAL SALES (EXCLUDING GST) :,0
7014,415,1248,608,1248,608,1291,415,1291,DISCOUNT :,0
7015,398,1295,594,1295,594,1341,398,1341,TOTAL GST :,0
7016,408,1358,607,1358,607,1401,408,1401,ROUNDING :,0
7017,73,1421,594,1421,594,1458,73,1458,TOTAL SALES (INCLUSIVE OF GST) :,0
7018,458,1480,604,1480,604,1526,458,1526,CASH :,0
7019,425,1527,611,1527,611,1570,425,1570,CHANGE :,0
7020,521,1729,621,1729,621,1769,521,1769,78.00,0
7021,355,1729,385,1729,385,1766,355,1766,6,0
7022,123,1733,176,1733,176,1766,123,1766,SR,0
7023,677,1683,826,1683,826,1723,677,1723,TAX (RM),0
7024,461,1690,624,1690,624,1723,461,1723,AMT (RM),0
7025,358,1690,381,1690,381,1723,358,1723,%,0
7026,119,1686,275,1686,275,1723,119,1723,TAX CODE,0
7027,671,1195,773,1195,773,1231,671,1231,78.00,0
7028,694,1249,769,1249,769,1288,694,1288,0.00,0
7029,687,1302,771,1302,771,1343,687,1343,4.68,0
7030,696,1358,766,1358,766,1403,696,1403,0.00,0
7031,671,1415,771,1415,771,1456,671,1456,82.68,1
7032,671,1476,766,1476,766,1515,671,1515,82.68,1
7033,689,1528,775,1528,775,1567,689,1567,0.00,0
7034,102,1621,392,1621,392,1673,102,1673,GST SUMMARY,0
7035,100,199,858,199,858,260,100,260,SYARIKAT PERNIAGAAN GIN KEE,3
7036,385,263,568,263,568,306,385,306,(81109-A),0
7037,247,308,704,308,704,356,247,356,NO 290. JALAN AIR PANAS.,2
7038,380,358,568,358,568,401,380,401,SETAPAK.,0
7039,269,403,677,403,677,451,269,451,"53200, KUALA LUMPUR.",2
7040,324,448,634,448,634,489,324,489,TEL : 03-40210276,0
7041,281,512,670,512,670,550,281,550,GST ID : 000750673920,0
7042,242,552,706,552,706,606,242,606,SIMPLIFIED TAX INVOICE,0
7043,41,636,161,636,161,670,41,670,CASH,0
7044,54,684,179,684,179,725,54,725,DOC NO.,0
7045,256,688,528,688,528,724,256,724,: CS00012922,0
7046,566,681,856,681,856,731,566,731,DATE: 24/01/2018,4
7047,52,734,188,734,188,779,52,779,CASHIER,0
7048,265,738,414,738,414,779,265,779,: USER,0
7049,559,734,813,734,813,775,559,775,TIME: 10:50:00,0
7050,52,783,294,783,294,831,52,831,SALESPERSON :,0
7051,559,781,665,781,665,833,559,833,REF.:,0
7052,45,872,133,872,133,915,45,915,ITEM,0
7053,353,872,416,872,416,917,353,917,QTY,0
7054,473,872,595,872,595,922,473,922,S/PRICE,0
7055,632,872,775,872,775,920,632,920,AMOUNT,0
7056,801,876,878,876,878,917,801,917,TAX,0
7057,57,924,139,924,139,962,57,962,1700,0
7058,54,964,391,964,391,1016,54,1016,PASIR HALUS (BAG),0
7059,48,1019,139,1019,139,1062,48,1062,2430,0
7060,48,1069,320,1069,320,1117,48,1117,CEMENT (50KG),0
7061,365,928,401,928,401,960,365,960,6,0
7062,496,921,573,921,573,964,496,964,6.36,0
7063,681,926,776,926,776,969,681,969,38.16,0
7064,811,924,868,924,868,965,811,965,SR,0
7065,367,1026,405,1026,405,1064,367,1064,2,0
7066,496,1019,587,1019,587,1067,496,1067,18.02,0
7067,684,1026,775,1026,775,1074,684,1074,36.04,0
7068,813,1026,872,1026,872,1067,813,1067,SR,0
7069,136,1125,304,1125,304,1166,136,1166,TOTAL QTY:,0
7070,360,1118,405,1118,405,1163,360,1163,8,0
7071,679,1121,781,1121,781,1171,679,1171,74.20,1
7072,138,1189,604,1189,604,1243,138,1243,TOTAL SALES (EXCLUDING GST) :,0
7073,668,1193,779,1193,779,1236,668,1236,70.00,0
7074,419,1245,611,1245,611,1290,419,1290,DISCOUNT :,0
7075,686,1250,774,1250,774,1286,686,1286,0.00,0
7076,403,1300,620,1300,620,1345,403,1345,TOTAL GST :,0
7077,688,1300,781,1300,781,1341,688,1341,4.20,0
7078,417,1354,600,1354,600,1397,417,1397,ROUNDING :,0
7079,700,1356,772,1356,772,1394,700,1394,0.00,0
7080,77,1417,607,1417,607,1465,77,1465,TOTAL SALES (INCLUSIVE OF GST) :,0
7081,677,1415,774,1415,774,1456,677,1456,74.20,1
7082,455,1474,604,1474,604,1515,455,1515,CASH :,0
7083,681,1472,776,1472,776,1513,681,1513,74.20,1
7084,428,1524,607,1524,607,1567,428,1567,CHANGE :,0
7085,695,1528,777,1528,777,1562,695,1562,0.00,0
7086,109,1621,392,1621,392,1659,109,1659,GST SUMMARY,0
7087,115,1680,283,1680,283,1723,115,1723,TAX CODE,0
7088,351,1678,396,1678,396,1726,351,1726,%,0
